acteurs,box_office_url,duree,entrees,genre,realisateur,titre
"Pio Marmaï,Kacey Mottet Klein",https://www.allocine.fr/film/fichefilm-289305/box-office/,Non valide,227057,,,Tempête
"Julien Rochard,Dimitri Kuzerpa,Nicolas Bedu",https://www.allocine.fr/film/fichefilm_gen_cfilm=325423.html,136,,Thriller,Olivier Goujon,L’Attaque du bloc d’or
"Maria Alexandra Lungu,Severino Sperandio",https://www.allocine.fr/film/fichefilm-291823/box-office/,Non valide,4325,,Matteo Zoppis,La Légende du roi crabe
"Will Smith,Aunjanue Ellis,Saniyya Sidney",https://www.allocine.fr/film/fichefilm-272238/box-office/,145,,"Biopic,Drame",Reinaldo Marcus Green,La Méthode Williams
"Yifei Liu,Donnie Yen,Gong Li",https://www.allocine.fr/film/fichefilm_gen_cfilm=236613.html,115,,"Aventure,Famille,Fantastique",Niki Caro,Mulan
"Le Phong Vu,Nguyen Thi Truc Quynh,Nguyen Thinh",https://www.allocine.fr/film/fichefilm-315394/box-office/,178,,Drame,Pham Thiên Ân,L'Arbre aux papillons d'or
"Adam Bessa,Ilan Debrabant",https://www.allocine.fr/film/fichefilm-290946/box-office/,Non valide,5410,"Drame,Thriller",,Le Prix du passage
"Stephen Root,Joel Courtney",https://www.allocine.fr/film/fichefilm-250838/box-office/,Non valide,,"Epouvante-horreur,Thriller",,The Empty Man
"Dany Boon,François Damiens,Laurence Arné",https://www.allocine.fr/film/fichefilm_gen_cfilm=283590.html,125,,Comédie,Dany Boon,8 Rue de l'Humanité
"Keira Knightley,Carrie Coon,Chris Cooper",https://www.allocine.fr/film/fichefilm_gen_cfilm=216520.html,112,,"Drame,Thriller",Matt Ruskin,L'Etrangleur de Boston
"Vincent Lindon,Grégoire Colin",https://www.allocine.fr/film/fichefilm-288541/box-office/,Non valide,73581,"Drame,Romance",,Avec amour et acharnement
"Catherine Frot,Philippe Katerine",https://www.allocine.fr/film/fichefilm-288192/box-office/,Non valide,233008,Comédie,,Un homme heureux
"Alison Brie,Juan Pablo Raba",https://www.allocine.fr/film/fichefilm-298386/box-office/,Non valide,,"Action,Comédie",,Freelance
"Molly Kunz,Graham Greene (II),Charlie Carrick",https://www.allocine.fr/film/fichefilm-274585/box-office/,100,,"Aventure,Famille",Gilles de Maistre,Le Loup et le lion
"Loro Bardot,Grace Passô",https://www.allocine.fr/film/fichefilm-302693/box-office/,Non valide,4060,Drame,,Levante
"Keke Palmer, Common,Jonny Lee Miller",https://www.allocine.fr/film/fichefilm_gen_cfilm=266972.html,98,,"Drame,Thriller",Krystin Ver Linden,Alice
"Jonathan Cohen,India Hair",https://www.allocine.fr/film/fichefilm-297305/box-office/,Non valide,70112,Comédie,Benoît Delépine,En même temps
"Youssouf Abi-Ayad,Kenza Fortas,Saadia Bentaïeb",https://www.allocine.fr/film/fichefilm-299884/box-office/,90,,Drame,Nadir Moknèche,L'Air de la mer rend libre
"Jenna Ortega,Courteney Cox",https://www.allocine.fr/film/fichefilm-300624/box-office/,Non valide,464821,Epouvante-horreur,Tyler Gillett,Scream VI
"Anaïde Rozam,Gilbert Melki",https://www.allocine.fr/film/fichefilm-293653/box-office/,Non valide,20495,Comédie,Hakim Zouhani,La Cour des miracles
"Laure Calamy,Olivia Côte,Kristin Scott Thomas",https://www.allocine.fr/film/fichefilm-294450/box-office/,111,,Comédie,Marc Fitoussi,Les Cyclades
"Frank Grillo,Eric Dane,Annabeth Gish",https://www.allocine.fr/film/fichefilm_gen_cfilm=311353.html,105,,"Action,Policier,Thriller",John Swab,Little Dixie
"Kevin Ardilova,Arswendy Bening Swara,Yusyf Mahardika",https://www.allocine.fr/film/fichefilm-306602/box-office/,115,,Drame,Makbul Mubarak,Le Pion du Général
"Nguyen Thi Truc Quynh,Nguyen Thinh",https://www.allocine.fr/film/fichefilm-315394/box-office/,Non valide,20088,Drame,,L'Arbre aux papillons d'or
"Aunjanue Ellis,Saniyya Sidney",https://www.allocine.fr/film/fichefilm-272238/box-office/,Non valide,90468,"Biopic,Drame",,La Méthode Williams
"Frank Grillo,Mira Sorvino,Gabriel Byrne",https://www.allocine.fr/film/fichefilm_gen_cfilm=243993.html,97,,"Biopic,Drame",Bobby Moresco,"Lamborghini, l'homme derrière la légende"
"Chris Messina,Sophie Thatcher,Vivien Lyra Blair",https://www.allocine.fr/film/fichefilm-265750/box-office/,99,,"Epouvante-horreur,Thriller",Rob Savage,Le Croque-mitaine
"Antoine Bertrand,Esteban Azuara Eymard,Gérard Darmon",https://www.allocine.fr/film/fichefilm-304159/box-office/,95,,Comédie,Julien Rigoulot,Petit Jésus
,https://www.allocine.fr/film/fichefilm-296970/box-office/,80,,"Aventure,Famille","Michel Seydoux,Laurent Charbonnier",Le Chêne
"Andy Samberg,Cristin Milioti,J.K. Simmons",https://www.allocine.fr/film/fichefilm_gen_cfilm=272475.html,90,,"Comédie,Fantastique,Romance",Max Barbakow,Palm Springs
"Audrey Lamy,François Cluzet,Chantal Neuwirth",https://www.allocine.fr/film/fichefilm-287057/box-office/,97,,Comédie,Louis-Julien Petit,La Brigade
"Guillaume Canet,Virginie Efira,Mathieu Kassovitz",https://www.allocine.fr/film/fichefilm-286347/box-office/,88,,"Drame,Thriller",Guillaume Canet,Lui
"Graham Greene (II),Charlie Carrick",https://www.allocine.fr/film/fichefilm-274585/box-office/,Non valide,199085,"Aventure,Famille",,Le Loup et le lion
"Yuriy Borisov,Timofey Tribuntsev,Nikita Kukushkin",https://www.allocine.fr/film/fichefilm-287315/box-office/,125,,"Drame,Historique","Natalya Merkulova,Aleksey Chupov",Le Capitaine Volkonogov s'est échappé
"Rémy Girard,Sophie Lorain, Marie-Mai",https://www.allocine.fr/film/fichefilm-310521/box-office/,115,,Comédie,Denys Arcand,Testament
"Olivia Côte,Kristin Scott Thomas",https://www.allocine.fr/film/fichefilm-294450/box-office/,Non valide,170382,Comédie,,Les Cyclades
"Kenza Fortas,Saadia Bentaïeb",https://www.allocine.fr/film/fichefilm-299884/box-office/,Non valide,15054,Drame,,L'Air de la mer rend libre
"Snoop Dogg,Tika Sumpter,Jonigan Booth",https://www.allocine.fr/film/fichefilm_gen_cfilm=308909.html,96,,Comédie,Charles Stone III,The Underdoggs
"Arswendy Bening Swara,Yusyf Mahardika",https://www.allocine.fr/film/fichefilm-306602/box-office/,Non valide,814,Drame,,Le Pion du Général
"François Civil,Chris Evans,Lyna Khoudri",https://www.allocine.fr/film/fichefilm-288842/box-office/,105,,"Aventure,Animation,Comédie",Angus MacLane,Buzz l'éclair
"Selahattin Paşalı,Ekin Koç,Erol Babaoğlu",https://www.allocine.fr/film/fichefilm-288667/box-office/,131,,"Drame,Thriller",Emin Alper,Burning Days
,https://www.allocine.fr/film/fichefilm-305422/box-office/,73,,"Animation,Famille",Anna Blaszczyk,La Course au miel
"Régis Laroche,Philippe Petit,Marie Loustalot",https://www.allocine.fr/film/fichefilm-293128/box-office/,114,,"Policier,Drame",Rabah Ameur-Zaïmeche,Le Gang des bois du temple
"Amandine Noworyta,Iris Jodorowsky,Jean-François Stévenin",https://www.allocine.fr/film/fichefilm-302753/box-office/,97,,"Comédie,Comédie dramatique,Drame",Jude Bauman,Entre nous
"Madelaine Petsch,Melissa Leo,Chloe Bailey",https://www.allocine.fr/film/fichefilm_gen_cfilm=294735.html,80,,"Drame,Thriller",Sabrina Jaglom,Jane
"Esteban Azuara Eymard,Gérard Darmon",https://www.allocine.fr/film/fichefilm-304159/box-office/,Non valide,13176,Comédie,,Petit Jésus
,https://www.allocine.fr/film/fichefilm-296970/box-office/,Non valide,53196,"Aventure,Famille",Laurent Charbonnier,Le Chêne
"Sophie Thatcher,Vivien Lyra Blair",https://www.allocine.fr/film/fichefilm-265750/box-office/,Non valide,101134,"Epouvante-horreur,Thriller",,Le Croque-mitaine
"Gilles Lellouche,Sara Giraudeau",https://www.allocine.fr/film/fichefilm-280533/box-office/,Non valide,261930,"Drame,Historique",,Adieu Monsieur Haffmann
"Virginie Efira,Mathieu Kassovitz",https://www.allocine.fr/film/fichefilm-286347/box-office/,Non valide,120111,"Drame,Thriller",,Lui
"François Cluzet,Chantal Neuwirth",https://www.allocine.fr/film/fichefilm-287057/box-office/,Non valide,145097,Comédie,,La Brigade
"Boyd Holbrook,Kelly Reilly,Alistair Petrie",https://www.allocine.fr/film/fichefilm-273323/box-office/,113,,"Epouvante-horreur,Thriller",Sean Ellis,The Cursed
"Jamel Debbouze,Daniel Auteuil,Simon Faliu",https://www.allocine.fr/film/fichefilm-286890/box-office/,112,,Comédie,James Huth,Le Nouveau Jouet
"Louise Massin,Oussama Keddham,Patrick d'Assumçao",https://www.allocine.fr/film/fichefilm_gen_cfilm=305999.html,90,,Comédie,Émilie Noblet,Loulou
"Sophie Lorain, Marie-Mai",https://www.allocine.fr/film/fichefilm-310521/box-office/,Non valide,15017,Comédie,,Testament
"Marie Braam,Kaori Nazuka,Stephane Excoffier",https://www.allocine.fr/film/fichefilm-298674/box-office/,115,,"Aventure,Animation,Comédie",Goro Taniguchi,One Piece Film - Red
"Louisiane Gouverneur,Vincent Deniard,Aymeric Fougeron",https://www.allocine.fr/film/fichefilm_gen_cfilm=284657.html,114,,Drame,Rodolphe Tissot,Clèves
"Philippe Petit,Marie Loustalot",https://www.allocine.fr/film/fichefilm-293128/box-office/,Non valide,2630,"Policier,Drame",,Le Gang des bois du temple
"Ekin Koç,Erol Babaoğlu",https://www.allocine.fr/film/fichefilm-288667/box-office/,Non valide,45633,"Drame,Thriller",,Burning Days
"Chris Evans,Lyna Khoudri",https://www.allocine.fr/film/fichefilm-288842/box-office/,Non valide,482715,,,Buzz l'éclair
"Iris Jodorowsky,Jean-François Stévenin",https://www.allocine.fr/film/fichefilm-302753/box-office/,Non valide,23,,,Entre nous
,https://www.allocine.fr/film/fichefilm-305422/box-office/,Non valide,3339,"Animation,Famille",,La Course au miel
"Ger Duany,Siran Riak,Nazar Goma",https://www.allocine.fr/film/fichefilm-315217/box-office/,120,,Drame,Mohamed Kordofani,Goodbye Julia
"Lizzy Caplan,Antony Starr,Cleopatra Coleman",https://www.allocine.fr/film/fichefilm-286514/box-office/,89,,Epouvante-horreur,Samuel Bodin,La Maison du mal
"Claudia Tagbo, Zaho,Sophie-Marie Larrouy",https://www.allocine.fr/film/fichefilm-304854/box-office/,97,,Comédie,"Leïla Sy,Amadou Mariko",Yo Mama
"Matt Damon,Camille Cottin,Abigail Breslin",https://www.allocine.fr/film/fichefilm-275774/box-office/,140,,"Drame,Thriller",Tom McCarthy,Stillwater
"Tyler Posey,Crystal Reed,Holland Roden",https://www.allocine.fr/film/fichefilm_gen_cfilm=296688.html,140,,"Drame,Fantastique",Russell Mulcahy,Teen Wolf : le film
"Julianne Moore,Briana Middleton,Sebastian Stan",https://www.allocine.fr/film/fichefilm_gen_cfilm=284786.html,116,,"Drame,Thriller",Benjamin Caron,Sharper
"Kelly Reilly,Alistair Petrie",https://www.allocine.fr/film/fichefilm-273323/box-office/,Non valide,,"Epouvante-horreur,Thriller",,The Cursed
"Nicolas Giraud,Mathieu Kassovitz,Hélène Vincent",https://www.allocine.fr/film/fichefilm-288967/box-office/,110,,Comédie dramatique,Nicolas Giraud,L'Astronaute
"Timofey Tribuntsev,Nikita Kukushkin",https://www.allocine.fr/film/fichefilm-287315/box-office/,Non valide,12018,"Drame,Historique",Aleksey Chupov,Le Capitaine Volkonogov s'est échappé
"Daniel Auteuil,Simon Faliu",https://www.allocine.fr/film/fichefilm-286890/box-office/,Non valide,271139,Comédie,,Le Nouveau Jouet
"Tommy Lee Jones,Jamie Foxx,Bill Camp",https://www.allocine.fr/film/fichefilm_gen_cfilm=263388.html,126,,"Comédie,Drame",Maggie Betts,Death Business
"Tahar Rahim,Jodie Foster,Shailene Woodley",https://www.allocine.fr/film/fichefilm-278650/box-office/,130,,"Biopic,Drame,Thriller",Kevin Macdonald,Désigné Coupable
"Denis Ménochet,Marina Foïs,Luis Zahera",https://www.allocine.fr/film/fichefilm-297016/box-office/,137,,"Drame,Thriller",Rodrigo Sorogoyen,As bestas
"Kaori Nazuka,Stephane Excoffier",https://www.allocine.fr/film/fichefilm-298674/box-office/,Non valide,575182,,,One Piece Film - Red
"Florent Dorin,Arnaud Ducret,Enya Baroux",https://www.allocine.fr/film/fichefilm-268603/box-office/,102,,"Action,Aventure,Comédie",François Descraques,Le Visiteur du futur
"Julia Garner,Jessica Henwick,Toby Wallace",https://www.allocine.fr/film/fichefilm_gen_cfilm=302327.html,91,,Thriller,Kitty Green,The Royal Hotel
"Tom Holland,Robert Pattinson,Haley Bennett",https://www.allocine.fr/film/fichefilm_gen_cfilm=262861.html,138,,"Drame,Thriller",Antonio Campos,"Le Diable, tout le temps"
"Tom Hanks,Helena Zengel,Elizabeth Marvel",https://www.allocine.fr/film/fichefilm-256220/box-office/,119,,"Action,Aventure,Drame",Paul Greengrass,La Mission
"Emily Blunt,Dwayne Johnson,Jesse Plemons",https://www.allocine.fr/film/fichefilm-57197/box-office/,128,,Aventure,Jaume Collet-Serra,Jungle Cruise
"Pavlo Aldoshyn,Maryna Koshkina,Andrey Mostrenko",https://www.allocine.fr/film/fichefilm_gen_cfilm=304426.html,112,,"Action,Drame,Guerre",Marian Bushan,Sniper : Le Corbeau Blanc
"Antony Starr,Cleopatra Coleman",https://www.allocine.fr/film/fichefilm-286514/box-office/,Non valide,96861,Epouvante-horreur,,La Maison du mal
"Siran Riak,Nazar Goma",https://www.allocine.fr/film/fichefilm-315217/box-office/,Non valide,11314,Drame,,Goodbye Julia
" Zaho,Sophie-Marie Larrouy",https://www.allocine.fr/film/fichefilm-304854/box-office/,Non valide,78717,Comédie,Amadou Mariko,Yo Mama
"Camille Cottin,Abigail Breslin",https://www.allocine.fr/film/fichefilm-275774/box-office/,Non valide,135483,"Drame,Thriller",,Stillwater
"Noomi Rapace,David Dencik,Aliette Opheim",https://www.allocine.fr/film/fichefilm_gen_cfilm=287753.html,112,,"Action,Thriller",Adam Berg,Black Crab
"Jean Dujardin,Grégory Gadebois,Doria Tillier",https://www.allocine.fr/film/fichefilm-286291/box-office/,100,,Comédie,Anne Fontaine,Présidents
"Mathieu Kassovitz,Hélène Vincent",https://www.allocine.fr/film/fichefilm-288967/box-office/,Non valide,35020,Comédie dramatique,,L'Astronaute
"Renate Reinsve,Anders Danielsen Lie,Herbert Nordrum",https://www.allocine.fr/film/fichefilm-279214/box-office/,128,,"Comédie,Drame",Joachim Trier,Julie (en 12 chapitres)
"Marion Cotillard,Golshifteh Farahani,Melvil Poupaud",https://www.allocine.fr/film/fichefilm-291947/box-office/,108,,Drame,Arnaud Desplechin,Frère et soeur
"Lambert Wilson,Marina Hands,Laurent Poitrenaux",https://www.allocine.fr/film/fichefilm-286638/box-office/,94,,Comédie,Emilie Deleuze,5 hectares
"Marina Foïs,Luis Zahera",https://www.allocine.fr/film/fichefilm-297016/box-office/,Non valide,74066,"Drame,Thriller",,As bestas
"Alana Haim,Cooper Hoffman,Bradley Cooper",https://www.allocine.fr/film/fichefilm-257754/box-office/,134,,"Comédie,Drame,Romance",Paul Thomas Anderson,Licorice Pizza
"Jodie Foster,Shailene Woodley",https://www.allocine.fr/film/fichefilm-278650/box-office/,Non valide,148446,,,Désigné Coupable
"Vail Bloom,Niko Soroko,John Hardy",https://www.allocine.fr/film/fichefilm_gen_cfilm=326880.html,90,,Thriller,"Bruno Hernandez,Damián Romay",Tout pour mon fils
"Valérie Lemercier,Sylvain Marcel,Danielle Fichaud",https://www.allocine.fr/film/fichefilm-261294/box-office/,126,,"Biopic,Drame,Musical",Valérie Lemercier,Aline
"Helena Zengel,Elizabeth Marvel",https://www.allocine.fr/film/fichefilm-256220/box-office/,Non valide,,,,La Mission
"Arnaud Ducret,Enya Baroux",https://www.allocine.fr/film/fichefilm-268603/box-office/,Non valide,147188,,,Le Visiteur du futur
"Grégory Montel,Grégory Gadebois,Anaïs Demoustier",https://www.allocine.fr/film/fichefilm-277728/box-office/,90,,Comédie dramatique,Jérôme Bonnell,Chère Léa
"Alséni Bathily,Lyna Khoudri,Jamil McCraven",https://www.allocine.fr/film/fichefilm-275839/box-office/,98,,Drame,"Fanny Liatard,Jérémy Trouilh",Gagarine
"Tom Castaing,Léonard Fauquet,Mathys Gros",https://www.allocine.fr/film/fichefilm-289992/box-office/,109,,"Aventure,Famille,Historique",Yann Samuell,La Guerre des Lulus
"Will Smith,Martin Lawrence,Vanessa Hudgens",https://www.allocine.fr/film/fichefilm-172048/box-office/,124,,"Action,Comédie","Adil El Arbi,Bilall Fallah",Bad Boys For Life
"Thomas Solivérès,Tom Holland,Pio Marmaï",https://www.allocine.fr/film/fichefilm-251353/box-office/,102,,"Animation,Fantastique",Dan Scanlon,En avant
"Lauren LaVera,David Howard Thornton,Jenna Kanell",https://www.allocine.fr/film/fichefilm-285418/box-office/,138,,Epouvante-horreur,Damien Leone,Terrifier 2
"Dwayne Johnson,Jesse Plemons",https://www.allocine.fr/film/fichefilm-57197/box-office/,Non valide,284661,Aventure,,Jungle Cruise
"Vishwak Sen,Chandini Chowdary,Abhinaya Anandis",https://www.allocine.fr/film/fichefilm_gen_cfilm=327431.html,147,,"Drame,Thriller",Vidyadhar Kagita,Gaami
"Soufiane Chilah,Gianni Guettaf,Vincent Overath",https://www.allocine.fr/film/fichefilm-297404/box-office/,92,,"Policier,Drame",Nabil Ben Yadir,Animals
"Grégory Gadebois,Doria Tillier",https://www.allocine.fr/film/fichefilm-286291/box-office/,Non valide,249345,Comédie,,Présidents
"Gwendoline Hamon,Nemo Schiffman,Michaël Youn",https://www.allocine.fr/film/fichefilm_gen_cfilm=298731.html,90,,Drame,Sylvie Testud,"Maman, ne me laisse pas m’endormir"
"Marina Hands,Laurent Poitrenaux",https://www.allocine.fr/film/fichefilm-286638/box-office/,Non valide,16107,Comédie,,5 hectares
"Golshifteh Farahani,Melvil Poupaud",https://www.allocine.fr/film/fichefilm-291947/box-office/,Non valide,73784,Drame,,Frère et soeur
"Anders Danielsen Lie,Herbert Nordrum",https://www.allocine.fr/film/fichefilm-279214/box-office/,Non valide,67515,"Comédie,Drame",,Julie (en 12 chapitres)
"Cooper Hoffman,Bradley Cooper",https://www.allocine.fr/film/fichefilm-257754/box-office/,Non valide,116871,,,Licorice Pizza
"Dylan Sprouse,Virginia Gardner,Austin North",https://www.allocine.fr/film/fichefilm_gen_cfilm=210857.html,105,,"Comédie,Comédie dramatique,Drame",Roger Kumble,Joli Désastre
"Colman Domingo,Chris Rock,Glynn Turman",https://www.allocine.fr/film/fichefilm_gen_cfilm=290863.html,106,,"Biopic,Drame",George C. Wolfe,Bayard Rustin
"Ahmed Sylla,Bertrand Usclat,Pauline Clément",https://www.allocine.fr/film/fichefilm-293584/box-office/,98,,Comédie,"Olivier Ducray,Wilfried Meance",Jumeaux mais pas trop
"Tom Holland,Pio Marmaï",https://www.allocine.fr/film/fichefilm-251353/box-office/,Non valide,515381,"Animation,Fantastique",,En avant
"Sylvain Marcel,Danielle Fichaud",https://www.allocine.fr/film/fichefilm-261294/box-office/,Non valide,595211,,,Aline
"Martin Lawrence,Vanessa Hudgens",https://www.allocine.fr/film/fichefilm-172048/box-office/,Non valide,651309,"Action,Comédie",Bilall Fallah,Bad Boys For Life
"Nicolas Cage,Ryan Kiera Armstrong,Dean Armstrong",https://www.allocine.fr/film/fichefilm_gen_cfilm=296112.html,95,,"Action,Western",Brett Donowho,The Old Way
"Léonard Fauquet,Mathys Gros",https://www.allocine.fr/film/fichefilm-289992/box-office/,Non valide,200047,,,La Guerre des Lulus
"Lyna Khoudri,Jamil McCraven",https://www.allocine.fr/film/fichefilm-275839/box-office/,Non valide,26007,Drame,Jérémy Trouilh,Gagarine
"Léa Seydoux,Pascal Greggory,Melvil Poupaud",https://www.allocine.fr/film/fichefilm-286697/box-office/,114,,"Drame,Romance",Mia Hansen-Løve,Un beau matin
"Gianni Guettaf,Vincent Overath",https://www.allocine.fr/film/fichefilm-297404/box-office/,Non valide,1351,"Policier,Drame",,Animals
"David Howard Thornton,Jenna Kanell",https://www.allocine.fr/film/fichefilm-285418/box-office/,Non valide,34089,Epouvante-horreur,,Terrifier 2
"N. T. Rama Rao Jr.,Ram Charan,Alia Bhatt",https://www.allocine.fr/film/fichefilm-271212/box-office/,187,,"Action,Drame,Historique",S.S. Rajamouli,RRR
"Ryan Reynolds,Mark Ruffalo,Jennifer Garner",https://www.allocine.fr/film/fichefilm_gen_cfilm=214404.html,106,,"Action,Aventure,Comédie",Shawn Levy,Adam à travers le temps
